economy,Country,EN.POP.SLUM.UR.ZS,FM.AST.DOMS.CN,FP.CPI.TOTL.ZG,IC.FRM.BRIB.ZS,NY.GDP.PCAP.KD,SE.PRM.ENRR,SE.PRM.UNER,SH.DYN.NMRT,SI.POV.GINI,SL.UEM.TOTL.ZS,SP.DYN.CBRT.IN,Year
FIN,Finland,,337829000000.0,1.04119621178439,,42710.9212889729,100.620719909668,1356.0,1.4,26.8,8.65999984741211,10.5,2014
FJI,Fiji,,5756707261.83409,0.519306474579103,,5171.52764876645,,,9.4,,4.28999996185303,22.108,2014
FRO,Faroe Islands,,,,,,,,,,,13.2,2014
ETH,Ethiopia,73.9000015258789,,6.89001951597192,,596.455128008062,99.2527618408203,2194044.0,33.1,,2.26200008392334,34.059,2014
SWZ,Eswatini,32.7000007629395,7907019682.76328,5.68134885776449,,3629.79901688183,120.723121643066,29136.0,22.4,,23.9659996032715,28.021,2014
EST,Estonia,,14059000000.0,-0.106175146521716,,17096.6445771582,98.0072326660156,1598.0,1.5,34.6,7.34999990463257,10.3,2014
ERI,Eritrea,,62333266624.83,,,,79.8505477905273,162329.0,20.2,,5.6729998588562,32.936,2014
GNQ,Equatorial Guinea,66.1999969482422,573699000000.0,4.30999866149112,,12926.5335416735,,,32.5,,8.48299980163574,35.326,2014
SLV,El Salvador,28.8999996185303,12398329966.73,1.1413446753823,,3636.01031244949,106.275810241699,50020.0,7.8,41.6,4.15000009536743,18.881,2014
EGY,"Egypt, Arab Rep.",10.6000003814697,1854287774452.77,10.0702154687482,,3489.86412370983,103.871536254883,44389.0,12.8,,13.1000003814697,28.475,2014
ECU,Ecuador,36.0,31969210000.0,3.58922016616669,,6218.23919527307,112.878486633301,19364.0,7.5,45.0,3.48000001907349,20.645,2014
DOM,Dominican Republic,12.1000003814697,1206843907492.65,2.99864226125217,,6547.30797742962,107.558158874512,93781.0,24.4,44.3,6.71999979019165,20.547,2014
DMA,Dominica,,850167578.4,0.799250372687513,,7819.86559868884,116.098373413086,,23.9,,,12.0,2014
DJI,Djibouti,65.5999984741211,93336417129.0,1.34186494340156,,2508.82719853675,70.9867935180664,29421.0,34.7,,26.4750003814697,23.402,2014
DNK,Denmark,,4321369000000.0,0.564020540449518,,52404.7639713382,101.294227600098,2315.0,3.0,28.4,6.92999982833862,10.1,2014
CZE,Czechia,,3129614000000.0,0.343988589646784,,16951.3791150445,98.6682281494141,3511.0,1.6,25.9,6.1100001335144,10.4,2014
CYP,Cyprus,,53882000000.0,-1.35498885446312,,22513.779296875,99.152717590332,1217.0,1.7,35.6,16.0900001525879,11.143,2014
CUW,Curacao,,,1.49873969616456,,19459.4943775806,,,,,,12.6,2014
CUB,Cuba,,,,,7378.69626373225,100.039970397949,37618.0,2.5,,2.70000004768372,10.992,2014
HRV,Croatia,,296342000000.0,-0.215196159576215,,11543.87627967,100.996017456055,1950.0,3.1,32.1,17.2900009155273,9.3,2014
CIV,Cote d'Ivoire,56.0,5325209818317.93,0.44868207676614,,1887.16489004097,86.8001403808594,987969.0,36.8,,3.70099997520447,36.63,2014
CRI,Costa Rica,5.5,16827279249059.3,4.51920098516958,,11355.3310981651,111.772857666016,9974.0,6.3,48.6,9.0600004196167,14.989,2014
COG,"Congo, Rep.",46.9000015258789,57093000000.0,0.912139545450186,,2602.5047625651,,,21.1,,20.3099994659424,35.094,2014
COD,"Congo, Dem. Rep.",74.8000030517578,2629244816753.96,1.24303889760763,,480.766191513309,110.176651000977,,30.0,,4.46400022506714,43.309,2014
COM,Comoros,69.5999984741211,67525427915.0922,,,1257.6825105024,104.974891662598,15345.0,33.6,45.3,8.14000034332275,33.781,2014
COL,Colombia,13.1000003814697,360403793131890.0,2.89781874427855,,6069.18678345804,114.544418334961,,8.7,52.6,8.56999969482422,15.725,2014
CHN,China,25.2000007629395,107696217744950.0,1.92164162788521,,7532.77199570517,95.7964324951172,,5.8,39.2,4.6100001335144,13.83,2014
CHL,Chile,9.0,119727348627963.0,4.71867527854671,,13367.2282704542,100.941459655762,56759.0,5.2,,6.65999984741211,13.7,2014
CHI,Channel Islands,,,,,,,,,,8.60900020599365,10.306,2014
TCD,Chad,88.1999969482422,760434000000.0,1.68197313925659,,779.846646694773,101.584831237793,,36.1,,1.0460000038147,44.276,2014
CAF,Central African Republic,93.3000030517578,286524000000.0,14.8986841797549,,364.083958043078,,,43.2,,5.52899980545044,36.927,2014
CYM,Cayman Islands,,,1.27397911533384,,75246.8261541483,,,,,,12.5,2014
CAN,Canada,,,1.90663590717873,,43635.0954811371,101.536659240723,13487.0,3.6,33.2,6.90999984741211,10.8,2014
CMR,Cameroon,37.7999992370605,2576475000000.0,1.8341307814992,,1343.92845524395,113.279029846191,174485.0,29.9,46.6,3.52999997138977,37.497,2014
KHM,Cambodia,55.0999984741211,37543315715196.2,3.85568861424195,,1104.74996952419,116.808219909668,84830.0,17.2,,0.689999997615814,24.048,2014
CPV,Cabo Verde,,131578450950.697,-0.238778144990616,,3050.27234617825,107.429313659668,4196.0,12.6,,11.5749998092651,21.132,2014
BDI,Burundi,57.9000015258789,1228927300000.0,4.4053523418529,30.3,328.105829272652,134.29948425293,,24.4,,1.57000005245209,41.44,2014
BFA,Burkina Faso,65.8000030517578,1879272117604.98,-0.258089517535353,,647.428702154053,87.3379135131836,937911.0,28.8,35.3,4.18800020217896,39.979,2014
BGR,Bulgaria,,52228750000.0,-1.41818380264842,,6796.68911922266,96.6621627807617,15467.0,4.3,37.4,11.4200000762939,9.4,2014
BRN,Brunei Darussalam,,5915136294.86266,-0.207108731719878,,31678.937310877,105.493209838867,62.0,5.0,,6.96999979019165,16.765,2014
VGB,British Virgin Islands,,,,,,111.348960876465,20.0,,,,,2014
BRA,Brazil,22.2999992370605,5977780008572.64,6.32904015516142,,9214.97724357405,114.858200073242,19703.0,9.7,52.0,6.65999984741211,14.624,2014
BWA,Botswana,,12101247028.02,4.40225309243433,,6895.57441329798,103.717643737793,36284.0,23.3,,19.9909992218018,26.87,2014
BIH,Bosnia and Herzegovina,,16039367992.18,-0.897194054194286,,4518.46594398142,,,4.7,,27.5200004577637,8.818,2014
BOL,Bolivia,43.5,100555505458.233,5.7666007457914,,2939.47746112309,95.9028930664063,160472.0,17.6,47.8,2.01999998092651,23.233,2014
BTN,Bhutan,,56598039719.0373,8.27106093949327,,2612.88626816591,105.476821899414,,19.3,,2.63000011444092,17.965,2014
BMU,Bermuda,,,,,101374.469787793,98.0626602172852,,,,,9.3,2014
BEN,Benin,61.5,1092200886117.28,-0.548757550948147,,1087.7199573567,129.595672607422,59910.0,32.3,,2.13299989700317,37.831,2014
BLZ,Belize,10.8000001907349,1959493633.98,,,4769.91403256103,111.552742004395,293.0,10.4,,8.23999977111816,22.067,2014
BEL,Belgium,,618286000000.0,0.340002833356965,,40421.4207919096,103.648063659668,9806.0,2.3,28.1,8.52000045776367,11.2,2014
BLR,Belarus,,32350323636.0978,18.1195543526734,,6212.91277243518,98.3041229248047,7716.0,1.6,27.2,5.99399995803833,12.5,2014
BRB,Barbados,,11404331249.5476,1.76950322089726,,16187.7870323078,95.1933517456055,1449.0,9.5,,12.1700000762939,10.916,2014
BGD,Bangladesh,55.0999984741211,8064856000000.0,6.99163889220854,,1184.86328330845,,,24.8,,4.38399982452393,19.501,2014
BHR,Bahrain,,9564201506.18563,2.64755321246194,,22676.6258722851,99.7290802001953,3777.0,3.2,,1.19000005722046,15.426,2014
BHS,"Bahamas, The",,10730162029.02,1.51375643050825,,31689.2477854308,,,7.5,,13.8000001907349,14.34,2014
AZE,Azerbaijan,,16091817897.11,1.3734418153318,,5505.98823266036,106.05989074707,3638.0,14.7,,4.90999984741211,17.9,2014
AUT,Austria,,417773000000.0,1.60581182954471,,44245.1687398338,101.628189086914,2102.0,2.3,30.5,5.61999988555908,9.6,2014
AUS,Australia,,2628417003613.35,2.48792270531403,,56305.9790936359,105.457092285156,1742.0,2.4,34.4,6.07999992370605,13.2,2014
ABW,Aruba,,3139582000.0,0.42144091888116,,27575.9302927003,117.108093261719,7.0,,,,11.179,2014
ARM,Armenia,14.3999996185303,2472321755989.05,2.98130868933673,,3511.2250593094,96.8659896850586,8641.0,7.8,31.5,17.5,14.979,2014
ARG,Argentina,16.7000007629395,1559533924000.0,,,13567.9484159809,111.459671020508,4205.0,6.9,41.6,7.26999998092651,17.698,2014
ATG,Antigua and Barbuda,,2787474629.63,1.0894415743536,,13908.9916265529,106.04670715332,534.0,4.5,,,16.026,2014
AGO,Angola,55.5,3015869196467.97,7.28038730361125,,3207.17807366001,,,31.7,,7.37200021743774,43.182,2014
AND,Andorra,,,,,34722.0297518806,,,1.8,,,,2014
ASM,American Samoa,,,,,11694.5453868794,,,,,,17.5,2014
DZA,Algeria,,3101591947110.75,2.91692692067457,,4112.0760239586,118.502807617188,,15.7,,10.210000038147,25.538,2014
ALB,Albania,,948470000000.0,1.62586504402607,,3855.75973394744,104.108039855957,4527.0,5.9,34.6,18.0499992370605,12.259,2014
AFG,Afghanistan,62.7000007629395,-7152743282.76889,4.67399603536339,46.8,565.179273313985,105.919708251953,,41.9,,11.1420001983643,35.706,2014
WLD,World,29.6185537619985,,2.34626865671643,,10043.2007221319,102.768051147461,61164004.0,19.8,,5.60374331898927,19.464191864879,2014
UMC,Upper middle income,23.1202413150659,,3.10590130629325,,7874.20382081473,100.854019165039,6162725.0,7.4,,5.48635555430913,15.1504420592218,2014
TSS,Sub-Saharan Africa (IDA & IBRD countries),55.2884005597136,,4.40225309243433,,1690.62717869405,99.353759765625,32619230.0,30.1498947635939,,5.78619766226672,37.0834707563778,2014
SSA,Sub-Saharan Africa (excluding high income),55.2884005597136,,4.40380271714362,,1689.4030889342,99.3534317016602,32619146.0,30.1508635665818,,5.78619766226672,37.0853645207624,2014
SSF,Sub-Saharan Africa,55.2884005597136,,4.40225309243433,,1690.62717869405,99.353759765625,32619230.0,30.2,,5.78619766226672,37.0834707563778,2014
TSA,South Asia (IDA & IBRD),30.4594051132716,,6.82864780544377,,1455.27107907492,105.929931640625,16278605.0,30.1222111519433,,4.96531538663113,20.5291263648168,2014
SAS,South Asia,30.4594051132716,,6.82864780544377,,1455.27107907492,105.9299,16300000.0,30.1,,4.96531538663113,20.5291263648168,2014
SST,Small states,,,1.76950322089726,,11630.3405328301,106.650581359863,521647.0,22.0304924536796,,10.2934539729349,22.9876089727862,2014
PRE,Pre-demographic dividend,58.7114026366736,,3.30452308390081,,1558.98415276164,98.8633880615234,32171986.0,30.8457030860671,,5.18016050143437,38.5806413390497,2014
PST,Post-demographic dividend,,,0.906797948515676,,39989.9803991158,100.958381652832,1238360.0,2.95514292313665,,7.44430269932456,10.6403105193321,2014
PSS,Pacific island small states,,,1.45142452367367,,3744.94269644595,109.816650390625,7105.0,10.5103913029133,,2.91215698701012,27.0498128780155,2014
OSS,Other small states,,,2.12000175718133,,12653.2200713785,107.919158935547,460895.0,24.6417362810004,,10.6645165768939,24.2675430017565,2014
OED,OECD members,,,0.624517311086541,,34969.3820761993,103.015159606934,1814751.0,4.25572069338846,,7.4051604182959,12.06162559907,2014
INX,Not classified,,,,,,,,,,,,2014
NAC,North America,,,1.76442944229347,,54478.1176156935,99.8269195556641,512449.0,4.0,,6.25135779208703,12.3291777991388,2014
MIC,Middle income,27.1852447801996,,3.52566203758282,,4605.26384816923,103.311019897461,39720024.0,19.7554115786234,,5.25956874093835,19.4822060336501,2014
TMN,Middle East & North Africa (IDA & IBRD countries),,,2.90820298536752,,3980.70414610215,103.72696685791,2505086.0,14.6573691248394,,11.5811337229812,25.0555964628541,2014
MNA,Middle East & North Africa (excluding high income),,,2.89947905006047,,3971.91862993967,103.659561157227,2522554.0,14.6171282635643,,11.668368582421,25.1352928864593,2014
MEA,Middle East & North Africa,,,2.34626865671643,,7338.34745221177,104.763442993164,2627967.0,13.5,,10.0377695310125,24.1206873461477,2014
LMC,Lower middle income,32.1795827506591,,4.78942509009203,,2038.30006334721,104.672927856445,33557296.0,25.9,,5.01536835765583,22.8836648496541,2014
LIC,Low income,67.6456024669546,,4.52540719427724,,813.708857574781,100.449310302734,19901330.0,30.0,,4.94228985007043,36.6293716320593,2014
LMY,Low & middle income,29.8421131458334,,3.56179436381997,,4236.90265811635,102.880470275879,59621352.0,21.4870375547373,,5.23283764136234,21.1457595047215,2014
LDC,Least developed countries: UN classification,62.7368387744749,,4.52540719427724,,1008.6266105419,104.440322875977,23895180.0,29.0304686345504,,4.46422658953577,32.9184913660129,2014
TLA,Latin America & the Caribbean (IDA & IBRD countries),21.121645936023,,3.47756105663921,,8527.92191981299,110.248672485352,1855767.0,10.1404041034615,,6.17629737024835,17.4933854660496,2014
LAC,Latin America & Caribbean (excluding high income),20.8539172864618,,3.43816659958603,,8257.58346257361,110.932739257813,1630136.0,10.1218461135046,,6.08412655652459,17.3893508915648,2014
LCN,Latin America & Caribbean,21.121645936023,,3.39767926278475,,8670.77512308793,110.006362915039,1938609.0,10.1,,6.15330975777992,17.3205115693238,2014
LTE,Late-demographic dividend,23.9220868962181,,2.04461481539337,,7892.25080787438,99.9075622558594,4441526.0,6.84118539216148,,4.92035664179839,14.1878858819553,2014
IDA,IDA total,55.0784541242633,,3.51695551369238,,1329.57627178655,99.7532806396484,42878596.0,31.3475278677584,,4.24009294096814,32.660503100469,2014
IDX,IDA only,59.6467950023036,,4.12924306873775,,1019.24897152111,103.177947998047,25159614.0,28.4302270393435,,4.56675754907923,32.2965299902554,2014
IDB,IDA blend,47.2920542397999,,0.880488875871801,,1944.07134407627,92.5090026855469,17710064.0,36.9434894959142,,3.50582502846479,33.3811755039167,2014
IBT,IDA & IBRD total,29.7337734541983,,3.52566203758282,,4377.25944577021,102.896621704102,59765160.0,21.3624749078371,,5.29739689284251,21.0359135874032,2014
IBD,IBRD only,23.6783355177356,,3.58922016616669,,5363.81773998722,104.583610534668,16895484.0,15.134433945586,,5.57714397039967,17.272020800552,2014
HIC,High income,,,1.03317212108916,,39147.568101124,101.89714050293,1346879.0,3.0,,7.21266072287221,11.046960881048,2014
HPC,Heavily indebted poor countries (HIPC),61.7977526733974,,3.96986045166308,,949.090895065914,101.580490112305,22078136.0,29.5196716652622,,4.70081723349143,37.1377884889942,2014
FCS,Fragile and conflict affected situations,55.7731244416744,,2.04528914622797,,1939.03530673507,96.3161010742188,29233284.0,30.9836554313091,,5.80768189515469,33.9595348023806,2014
EUU,European Union,,,0.199343826570849,,29861.4806775514,102.066268920898,448090.0,2.48300535372893,,10.8510279985005,9.85827802751576,2014
TEC,Europe & Central Asia (IDA & IBRD countries),,,2.08244793880151,,7948.63147446459,101.32080078125,804474.0,7.19493481914699,,7.66160599331457,14.8778718603898,2014
ECA,Europe & Central Asia (excluding high income),,,3.02506039656607,,7469.11568495952,101.44474029541,724973.0,7.56854636367014,,7.46931134528312,15.6775486040857,2014
ECS,Europe & Central Asia,,,0.592255588590948,,22261.2351237289,102.027030944824,1092714.0,5.2,,8.9574776381809,12.5318859273686,2014
EMU,Euro area,,,0.241047429826773,,33795.502264477,102.376991271973,264100.0,2.28522732907163,,11.6024306946926,9.79310538371912,2014
TEA,East Asia & Pacific (IDA & IBRD countries),25.7913934272637,,3.37040697371658,,6218.89442408804,100.498641967773,5702000.0,9.33484374518174,,4.04704195227789,15.4529245156675,2014
EAP,East Asia & Pacific (excluding high income),25.7913934272637,,3.37040697371658,,6150.03435948064,100.42350769043,5845939.0,9.36703522565811,,4.02818237383274,15.4337855520572,2014
EAS,East Asia & Pacific,25.7913934272637,,2.51087633253703,,9233.17813751274,100.426628112793,6094430.0,8.9,,4.00600938662054,14.7349621019617,2014
EAR,Early-demographic dividend,27.0143875699011,,4.07392957476224,,3148.50401277832,106.140983581543,23304700.0,23.2670742064024,,5.58352217739616,21.4133150433788,2014
CEB,Central Europe and the Baltics,,,0.0538213132400467,,12019.3545444521,98.3483428955078,192673.0,3.18949141862843,,8.95102672160773,9.93466941518682,2014
CSS,Caribbean small states,40.2441444828148,,1.30159900243092,,10139.9499059378,99.5408172607422,,12.6762943056486,,10.8452254262382,16.6552625047693,2014
ARB,Arab World,30.9928907110012,,2.7735161312612,,6300.83140546903,95.9845962524414,7478493.0,18.0030104841413,,10.872226624652,26.9408446681938,2014
AFW,Africa Western and Central,51.4039417147374,,1.7580519603779,,1894.18267773123,,,33.9521127924683,,4.6880883010437,38.993875039074,2014
AFE,Africa Eastern and Southern,58.7543964465044,,5.37028961008588,,1552.9870307622,,,27.3489360020684,,6.40519550006924,35.7916936767915,2014
ZWE,Zimbabwe,,5205580018.32615,1.63495041543823,,1435.06266340408,109.892791748047,11796.0,28.7,,4.98199987411499,35.768,2013
ZMB,Zambia,,28404020847.774,6.97767605490317,14.7,1321.24883795217,102.713668823242,352280.0,25.5,,8.61100006103516,39.339,2013
YEM,"Yemen, Rep.",,2616096522022.73,10.9684421500194,64.3,2348.48401046909,98.1731033325195,541077.0,28.1,,13.2679996490479,33.229,2013
PSE,West Bank and Gaza,,4053403881.1,1.72439933626923,6.6,3309.63120243098,96.4439315795898,21994.0,12.3,,19.8899993896484,32.45,2013
VIR,Virgin Islands (U.S.),,,,,34663.6460602129,,,,,12.7550001144409,13.1,2013
VNM,Vietnam,,3879154347000000.0,6.59267475899191,,2315.47232294894,108.41089630127,0.0,11.3,,1.32000005245209,17.333,2013
VEN,"Venezuela, RB",,1390802428018.47,40.6394275161588,,,102.572738647461,163201.0,11.5,,7.53999996185303,19.775,2013
VUT,Vanuatu,,52080792765.0,1.45893371757928,,2751.32090279095,118.327171325684,,12.4,,1.86199998855591,31.502,2013
UZB,Uzbekistan,,-19257765776306.5,,6.0,2487.24441622102,97.6362762451172,50823.0,12.1,,4.90000009536743,22.5,2013
URY,Uruguay,,416657419827.449,8.57513504005394,,15168.4186265028,111.701560974121,245.0,5.1,40.5,6.44000005722046,14.233,2013
USA,United States,,17394179649484.5,1.46483265562714,,54830.7840664164,99.455436706543,711515.0,4.0,40.7,7.36999988555908,12.4,2013
GBR,United Kingdom,,3154043127736.0,2.29166666666666,,43621.0592250195,107.111999511719,11885.0,2.8,33.2,7.51999998092651,12.1,2013
ARE,United Arab Emirates,,1177533000000.0,1.10111836375706,,35495.7540253801,98.6668930053711,25610.0,4.3,32.5,2.04399991035461,11.159,2013
UKR,Ukraine,,1205842521239.03,-0.238948626045408,49.3,2466.48413085938,101.12181854248,101371.0,6.0,24.6,7.17000007629395,11.1,2013
UGA,Uganda,,9351383901380.05,4.90271441893287,22.0,820.686434883859,112.048927307129,328897.0,23.4,,1.9099999666214,42.428,2013
TUV,Tuvalu,,,,,3072.98935025085,,,13.6,,,,2013
TCA,Turks and Caicos Islands,,,,,22413.6795564598,,,,,,,2013
TKM,Turkmenistan,,,,,5679.01926861048,,,22.8,,4.1100001335144,26.558,2013
TUR,Turkiye,,1272399754797.2,7.49309030547697,4.7,10225.7160912882,107.154281616211,342826.0,7.2,40.2,8.72999954223633,17.166,2013
TUN,Tunisia,,56965079530.661,5.31623531326693,10.3,4015.55466877422,111.390106201172,11036.0,12.1,,15.9300003051758,18.892,2013
TTO,Trinidad and Tobago,,53129958321.62,5.19981740465616,,18440.9284102927,,,13.2,,2.6800000667572,14.611,2013
TON,Tonga,,219232589.6975,0.775629322367448,,4160.41585889839,115.321876525879,189.0,5.4,,2.24200010299683,26.178,2013
TGO,Togo,,923307409361.252,1.82539475909161,,536.729025460705,127.433181762695,,27.8,,2.08899998664856,35.574,2013
TLS,Timor-Leste,,-469009072.81,10.9872344156475,,1287.26363830035,127.447700500488,14821.0,22.9,,4.01700019836426,29.363,2013
THA,Thailand,,15892419962872.2,2.18488618530682,,5654.28542044534,96.9178466796875,,6.7,37.8,0.25,11.169,2013
TZA,Tanzania,,12947217399360.4,7.87072364573953,20.8,888.26318359375,90.0418395996094,1370468.0,23.3,,2.9300000667572,38.77,2013
TJK,Tajikistan,,7669493183.45,5.00964645344951,35.5,907.212887797609,100.799346923828,5206.0,17.5,,8.90799999237061,32.228,2013
SYR,Syrian Arab Republic,,,,,1036.58123022297,81.6635513305664,523049.0,10.6,,8.82600021362305,26.01,2013
CHE,Switzerland,,1101850860554.89,-0.217323155115639,,83344.523368231,103.60147857666,992.0,3.0,32.5,4.75,10.2,2013
SWE,Sweden,,5626605000000.0,-0.0442929701486557,,49048.8187500238,120.424751281738,253.0,1.6,28.8,8.05000019073486,11.8,2013
